Date,Employee_ID,Employee_Name,Project_ID,Job_Code,Regular_Hours,Overtime_Hours,Total_Hours
2025-06-13,1037,Worker_38,PRJ104,Laborer,7.5,0,7.5
2025-06-16,1037,Worker_38,PRJ104,Laborer,8.0,0,8.0
2025-06-17,1037,Worker_38,PRJ104,Laborer,8.0,0,8.0
2025-06-18,1037,Worker_38,PRJ104,Laborer,6.0,0,6.0
2025-06-19,1037,Worker_38,PRJ104,Laborer,7.5,0,7.5
2025-06-20,1037,Worker_38,PRJ104,Laborer,8.0,2,10.0
2025-06-09,1038,Worker_39,PRJ101,Carpenter,8.0,2,10.0
2025-06-10,1038,Worker_39,PRJ101,Carpenter,8.0,2,10.0
2025-06-11,1038,Worker_39,PRJ101,Carpenter,8.0,1,9.0
2025-06-12,1038,Worker_39,PRJ101,Carpenter,8.0,2,10.0
2025-06-13,1038,Worker_39,PRJ101,Carpenter,7.5,0,7.5
2025-06-16,1038,Worker_39,PRJ101,Carpenter,8.0,2,10.0
2025-06-17,1038,Worker_39,PRJ101,Carpenter,8.0,1,9.0
2025-06-18,1038,Worker_39,PRJ101,Carpenter,9.0,2,11.0
2025-06-19,1038,Worker_39,PRJ101,Carpenter,7.5,0,7.5
2025-06-20,1038,Worker_39,PRJ101,Carpenter,8.0,0,8.0
2025-06-09,1039,Worker_40,PRJ103,Plumber,7.5,0,7.5
2025-06-10,1039,Worker_40,PRJ103,Plumber,9.0,0,9.0
2025-06-11,1039,Worker_40,PRJ103,Plumber,8.0,0,8.0
2025-06-12,1039,Worker_40,PRJ103,Plumber,7.5,0,7.5
2025-06-13,1039,Worker_40,PRJ103,Plumber,8.0,1,9.0
2025-06-16,1039,Worker_40,PRJ103,Plumber,8.0,2,10.0
2025-06-17,1039,Worker_40,PRJ103,Plumber,9.0,1,10.0
2025-06-18,1039,Worker_40,PRJ103,Plumber,7.5,0,7.5
2025-06-19,1039,Worker_40,PRJ103,Plumber,8.0,2,10.0
2025-06-20,1039,Worker_40,PRJ103,Plumber,9.0,2,11.0
2025-06-09,1040,Worker_41,PRJ102,Carpenter,8.0,0,8.0
2025-06-10,1040,Worker_41,PRJ102,Carpenter,8.0,0,8.0
2025-06-11,1040,Worker_41,PRJ102,Carpenter,8.0,2,10.0
2025-06-12,1040,Worker_41,PRJ102,Carpenter,8.0,0,8.0
2025-06-13,1040,Worker_41,PRJ102,Carpenter,6.0,0,6.0
2025-06-16,1040,Worker_41,PRJ102,Carpenter,8.0,1,9.0
2025-06-17,1040,Worker_41,PRJ102,Carpenter,7.5,0,7.5
2025-06-18,1040,Worker_41,PRJ102,Carpenter,8.0,0,8.0
2025-06-19,1040,Worker_41,PRJ102,Carpenter,8.0,0,8.0
2025-06-20,1040,Worker_41,PRJ102,Carpenter,8.0,0,8.0
2025-06-09,1041,Worker_42,PRJ100,Carpenter,8.0,0,8.0
2025-06-10,1041,Worker_42,PRJ100,Carpenter,8.0,0,8.0
2025-06-11,1041,Worker_42,PRJ100,Carpenter,7.5,0,7.5
2025-06-12,1041,Worker_42,PRJ100,Carpenter,6.0,0,6.0
2025-06-13,1041,Worker_42,PRJ100,Carpenter,6.0,0,6.0
2025-06-16,1041,Worker_42,PRJ100,Carpenter,9.0,0,9.0
2025-06-17,1041,Worker_42,PRJ100,Carpenter,6.0,0,6.0
2025-06-18,1041,Worker_42,PRJ100,Carpenter,6.0,0,6.0
2025-06-19,1041,Worker_42,PRJ100,Carpenter,8.0,0,8.0
2025-06-20,1041,Worker_42,PRJ100,Carpenter,8.0,1,9.0
2025-06-09,1042,Worker_43,PRJ100,Electrician,8.0,0,8.0
2025-06-10,1042,Worker_43,PRJ100,Electrician,8.0,0,8.0
2025-06-11,1042,Worker_43,PRJ100,Electrician,8.0,0,8.0
2025-06-12,1042,Worker_43,PRJ100,Electrician,7.5,0,7.5
2025-06-13,1042,Worker_43,PRJ100,Electrician,8.0,0,8.0
2025-06-16,1042,Worker_43,PRJ100,Electrician,6.0,0,6.0
2025-06-17,1042,Worker_43,PRJ100,Electrician,8.0,0,8.0
2025-06-18,1042,Worker_43,PRJ100,Electrician,9.0,2,11.0
2025-06-19,1042,Worker_43,PRJ100,Electrician,9.0,0,9.0
2025-06-20,1042,Worker_43,PRJ100,Electrician,6.0,0,6.0
2025-06-09,1043,Worker_44,PRJ104,Welder,6.0,0,6.0
2025-06-10,1043,Worker_44,PRJ104,Welder,8.0,0,8.0
2025-06-11,1043,Worker_44,PRJ104,Welder,8.0,0,8.0
2025-06-12,1043,Worker_44,PRJ104,Welder,8.0,1,9.0
2025-06-13,1043,Worker_44,PRJ104,Welder,7.5,0,7.5
2025-06-16,1043,Worker_44,PRJ104,Welder,8.0,0,8.0
2025-06-17,1043,Worker_44,PRJ104,Welder,6.0,0,6.0
2025-06-18,1043,Worker_44,PRJ104,Welder,7.5,0,7.5
2025-06-19,1043,Worker_44,PRJ104,Welder,8.0,0,8.0
2025-06-20,1043,Worker_44,PRJ104,Welder,8.0,0,8.0
2025-06-09,1044,Worker_45,PRJ101,Welder,7.5,0,7.5
2025-06-10,1044,Worker_45,PRJ101,Welder,8.0,0,8.0
2025-06-11,1044,Worker_45,PRJ101,Welder,8.0,1,9.0
2025-06-12,1044,Worker_45,PRJ101,Welder,7.5,0,7.5
2025-06-13,1044,Worker_45,PRJ101,Welder,9.0,2,11.0
2025-06-16,1044,Worker_45,PRJ101,Welder,8.0,2,10.0
2025-06-17,1044,Worker_45,PRJ101,Welder,8.0,2,10.0
2025-06-18,1044,Worker_45,PRJ101,Welder,8.0,1,9.0
2025-06-19,1044,Worker_45,PRJ101,Welder,7.5,0,7.5
2025-06-20,1044,Worker_45,PRJ101,Welder,8.0,0,8.0
2025-06-09,1045,Worker_46,PRJ100,Laborer,7.5,0,7.5
2025-06-10,1045,Worker_46,PRJ100,Laborer,8.0,0,8.0
2025-06-11,1045,Worker_46,PRJ100,Laborer,6.0,0,6.0
2025-06-12,1045,Worker_46,PRJ100,Laborer,8.0,2,10.0
2025-06-13,1045,Worker_46,PRJ100,Laborer,6.0,0,6.0
2025-06-16,1045,Worker_46,PRJ100,Laborer,9.0,1,10.0
2025-06-17,1045,Worker_46,PRJ100,Laborer,8.0,2,10.0
2025-06-18,1045,Worker_46,PRJ100,Laborer,8.0,0,8.0
2025-06-19,1045,Worker_46,PRJ100,Laborer,7.5,0,7.5
2025-06-20,1045,Worker_46,PRJ100,Laborer,8.0,0,8.0
2025-06-09,1046,Worker_47,PRJ101,Plumber,9.0,1,10.0
2025-06-10,1046,Worker_47,PRJ101,Plumber,6.0,0,6.0
2025-06-11,1046,Worker_47,PRJ101,Plumber,6.0,0,6.0
2025-06-12,1046,Worker_47,PRJ101,Plumber,8.0,0,8.0
2025-06-13,1046,Worker_47,PRJ101,Plumber,9.0,2,11.0
2025-06-16,1046,Worker_47,PRJ101,Plumber,8.0,0,8.0
2025-06-17,1046,Worker_47,PRJ101,Plumber,7.5,0,7.5
2025-06-18,1046,Worker_47,PRJ101,Plumber,8.0,0,8.0
2025-06-19,1046,Worker_47,PRJ101,Plumber,7.5,0,7.5
2025-06-20,1046,Worker_47,PRJ101,Plumber,7.5,0,7.5
2025-06-09,1047,Worker_48,PRJ104,Electrician,8.0,0,8.0
2025-06-10,1047,Worker_48,PRJ104,Electrician,6.0,0,6.0
2025-06-11,1047,Worker_48,PRJ104,Electrician,8.0,1,9.0
2025-06-12,1047,Worker_48,PRJ104,Electrician,7.5,0,7.5
2025-06-13,1047,Worker_48,PRJ104,Electrician,9.0,2,11.0
2025-06-16,1047,Worker_48,PRJ104,Electrician,6.0,0,6.0
2025-06-17,1047,Worker_48,PRJ104,Electrician,8.0,0,8.0
2025-06-18,1047,Worker_48,PRJ104,Electrician,7.5,0,7.5
2025-06-19,1047,Worker_48,PRJ104,Electrician,7.5,0,7.5
2025-06-20,1047,Worker_48,PRJ104,Electrician,6.0,0,6.0
2025-06-09,1048,Worker_49,PRJ103,Electrician,8.0,0,8.0
2025-06-10,1048,Worker_49,PRJ103,Electrician,6.0,0,6.0
2025-06-11,1048,Worker_49,PRJ103,Electrician,8.0,2,10.0
2025-06-12,1048,Worker_49,PRJ103,Electrician,8.0,0,8.0
2025-06-13,1048,Worker_49,PRJ103,Electrician,6.0,0,6.0
2025-06-16,1048,Worker_49,PRJ103,Electrician,8.0,1,9.0
2025-06-17,1048,Worker_49,PRJ103,Electrician,6.0,0,6.0
2025-06-18,1048,Worker_49,PRJ103,Electrician,8.0,2,10.0
2025-06-19,1048,Worker_49,PRJ103,Electrician,7.5,0,7.5
2025-06-20,1048,Worker_49,PRJ103,Electrician,8.0,2,10.0
2025-06-09,1049,Worker_50,PRJ102,Carpenter,7.5,0,7.5
2025-06-10,1049,Worker_50,PRJ102,Carpenter,8.0,2,10.0
2025-06-11,1049,Worker_50,PRJ102,Carpenter,8.0,0,8.0
2025-06-12,1049,Worker_50,PRJ102,Carpenter,6.0,0,6.0
2025-06-13,1049,Worker_50,PRJ102,Carpenter,7.5,0,7.5
2025-06-16,1049,Worker_50,PRJ102,Carpenter,8.0,2,10.0
2025-06-17,1049,Worker_50,PRJ102,Carpenter,8.0,2,10.0
2025-06-18,1049,Worker_50,PRJ102,Carpenter,6.0,0,6.0
2025-06-19,1049,Worker_50,PRJ102,Carpenter,9.0,0,9.0
2025-06-20,1049,Worker_50,PRJ102,Carpenter,9.0,0,9.0
2025-06-09,1050,Worker_51,PRJ104,Plumber,8.0,0,8.0
2025-06-10,1050,Worker_51,PRJ104,Plumber,7.5,0,7.5
2025-06-11,1050,Worker_51,PRJ104,Plumber,7.5,0,7.5
2025-06-12,1050,Worker_51,PRJ104,Plumber,8.0,1,9.0
2025-06-13,1050,Worker_51,PRJ104,Plumber,8.0,0,8.0
2025-06-16,1050,Worker_51,PRJ104,Plumber,7.5,0,7.5
2025-06-17,1050,Worker_51,PRJ104,Plumber,6.0,0,6.0
2025-06-18,1050,Worker_51,PRJ104,Plumber,8.0,1,9.0
2025-06-19,1050,Worker_51,PRJ104,Plumber,8.0,0,8.0
2025-06-20,1050,Worker_51,PRJ104,Plumber,8.0,1,9.0
2025-06-09,1051,Worker_52,PRJ104,Welder,8.0,1,9.0
2025-06-10,1051,Worker_52,PRJ104,Welder,8.0,2,10.0
2025-06-11,1051,Worker_52,PRJ104,Welder,7.5,0,7.5
2025-06-12,1051,Worker_52,PRJ104,Welder,8.0,0,8.0
2025-06-13,1051,Worker_52,PRJ104,Welder,8.0,0,8.0
2025-06-16,1051,Worker_52,PRJ104,Welder,9.0,1,10.0
2025-06-17,1051,Worker_52,PRJ104,Welder,8.0,0,8.0
2025-06-18,1051,Worker_52,PRJ104,Welder,9.0,0,9.0
2025-06-19,1051,Worker_52,PRJ104,Welder,9.0,0,9.0
2025-06-20,1051,Worker_52,PRJ104,Welder,8.0,0,8.0
2025-06-09,1052,Worker_53,PRJ101,Laborer,7.5,0,7.5
2025-06-10,1052,Worker_53,PRJ101,Laborer,8.0,2,10.0
2025-06-11,1052,Worker_53,PRJ101,Laborer,9.0,0,9.0
2025-06-12,1052,Worker_53,PRJ101,Laborer,8.0,2,10.0
2025-06-13,1052,Worker_53,PRJ101,Laborer,8.0,1,9.0
2025-06-16,1052,Worker_53,PRJ101,Laborer,8.0,0,8.0
2025-06-17,1052,Worker_53,PRJ101,Laborer,6.0,0,6.0
2025-06-18,1052,Worker_53,PRJ101,Laborer,8.0,0,8.0
2025-06-19,1052,Worker_53,PRJ101,Laborer,9.0,1,10.0
2025-06-20,1052,Worker_53,PRJ101,Laborer,8.0,0,8.0
2025-06-09,1053,Worker_54,PRJ102,Electrician,6.0,0,6.0
2025-06-10,1053,Worker_54,PRJ102,Electrician,8.0,1,9.0
2025-06-11,1053,Worker_54,PRJ102,Electrician,8.0,0,8.0
2025-06-12,1053,Worker_54,PRJ102,Electrician,7.5,0,7.5
2025-06-13,1053,Worker_54,PRJ102,Electrician,7.5,0,7.5
2025-06-16,1053,Worker_54,PRJ102,Electrician,9.0,0,9.0
2025-06-17,1053,Worker_54,PRJ102,Electrician,6.0,0,6.0
2025-06-18,1053,Worker_54,PRJ102,Electrician,9.0,2,11.0
2025-06-19,1053,Worker_54,PRJ102,Electrician,7.5,0,7.5
2025-06-20,1053,Worker_54,PRJ102,Electrician,7.5,0,7.5
2025-06-09,1054,Worker_55,PRJ103,Electrician,7.5,0,7.5
2025-06-10,1054,Worker_55,PRJ103,Electrician,8.0,2,10.0
2025-06-11,1054,Worker_55,PRJ103,Electrician,8.0,1,9.0
2025-06-12,1054,Worker_55,PRJ103,Electrician,8.0,2,10.0
2025-06-13,1054,Worker_55,PRJ103,Electrician,6.0,0,6.0
2025-06-16,1054,Worker_55,PRJ103,Electrician,7.5,0,7.5
2025-06-17,1054,Worker_55,PRJ103,Electrician,6.0,0,6.0
2025-06-18,1054,Worker_55,PRJ103,Electrician,7.5,0,7.5
2025-06-19,1054,Worker_55,PRJ103,Electrician,8.0,1,9.0
2025-06-20,1054,Worker_55,PRJ103,Electrician,6.0,0,6.0
2025-06-09,1055,Worker_56,PRJ100,Laborer,8.0,0,8.0
2025-06-10,1055,Worker_56,PRJ100,Laborer,9.0,2,11.0
2025-06-11,1055,Worker_56,PRJ100,Laborer,6.0,0,6.0
2025-06-12,1055,Worker_56,PRJ100,Laborer,8.0,0,8.0
2025-06-13,1055,Worker_56,PRJ100,Laborer,6.0,0,6.0
2025-06-16,1055,Worker_56,PRJ100,Laborer,8.0,1,9.0
2025-06-17,1055,Worker_56,PRJ100,Laborer,9.0,0,9.0
2025-06-18,1055,Worker_56,PRJ100,Laborer,7.5,0,7.5
2025-06-19,1055,Worker_56,PRJ100,Laborer,8.0,2,10.0
2025-06-20,1055,Worker_56,PRJ100,Laborer,7.5,0,7.5
2025-06-09,1056,Worker_57,PRJ100,Laborer,6.0,0,6.0
2025-06-10,1056,Worker_57,PRJ100,Laborer,9.0,0,9.0
2025-06-11,1056,Worker_57,PRJ100,Laborer,8.0,0,8.0
2025-06-12,1056,Worker_57,PRJ100,Laborer,7.5,0,7.5
2025-06-13,1056,Worker_57,PRJ100,Laborer,8.0,0,8.0
2025-06-16,1056,Worker_57,PRJ100,Laborer,8.0,0,8.0
2025-06-17,1056,Worker_57,PRJ100,Laborer,9.0,0,9.0
2025-06-18,1056,Worker_57,PRJ100,Laborer,6.0,0,6.0
2025-06-19,1056,Worker_57,PRJ100,Laborer,7.5,0,7.5
2025-06-20,1056,Worker_57,PRJ100,Laborer,9.0,1,10.0
2025-06-09,1057,Worker_58,PRJ102,Plumber,6.0,0,6.0
2025-06-10,1057,Worker_58,PRJ102,Plumber,8.0,2,10.0
2025-06-11,1057,Worker_58,PRJ102,Plumber,8.0,2,10.0
2025-06-12,1057,Worker_58,PRJ102,Plumber,7.5,0,7.5
2025-06-13,1057,Worker_58,PRJ102,Plumber,8.0,0,8.0
2025-06-16,1057,Worker_58,PRJ102,Plumber,8.0,2,10.0
2025-06-17,1057,Worker_58,PRJ102,Plumber,7.5,0,7.5
2025-06-18,1057,Worker_58,PRJ102,Plumber,7.5,0,7.5
2025-06-19,1057,Worker_58,PRJ102,Plumber,8.0,0,8.0
2025-06-20,1057,Worker_58,PRJ102,Plumber,7.5,0,7.5
2025-06-09,1058,Worker_59,PRJ103,Electrician,6.0,0,6.0
2025-06-10,1058,Worker_59,PRJ103,Electrician,7.5,0,7.5
2025-06-11,1058,Worker_59,PRJ103,Electrician,9.0,0,9.0
2025-06-12,1058,Worker_59,PRJ103,Electrician,7.5,0,7.5
2025-06-13,1058,Worker_59,PRJ103,Electrician,8.0,0,8.0
2025-06-16,1058,Worker_59,PRJ103,Electrician,7.5,0,7.5
2025-06-17,1058,Worker_59,PRJ103,Electrician,8.0,1,9.0
2025-06-18,1058,Worker_59,PRJ103,Electrician,8.0,1,9.0
2025-06-19,1058,Worker_59,PRJ103,Electrician,7.5,0,7.5
2025-06-20,1058,Worker_59,PRJ103,Electrician,8.0,0,8.0
2025-06-09,1059,Worker_60,PRJ102,Plumber,6.0,0,6.0
2025-06-10,1059,Worker_60,PRJ102,Plumber,8.0,0,8.0
2025-06-11,1059,Worker_60,PRJ102,Plumber,7.5,0,7.5
2025-06-12,1059,Worker_60,PRJ102,Plumber,8.0,2,10.0
2025-06-13,1059,Worker_60,PRJ102,Plumber,9.0,1,10.0
2025-06-16,1059,Worker_60,PRJ102,Plumber,6.0,0,6.0
2025-06-17,1059,Worker_60,PRJ102,Plumber,6.0,0,6.0
2025-06-18,1059,Worker_60,PRJ102,Plumber,7.5,0,7.5
2025-06-19,1059,Worker_60,PRJ102,Plumber,8.0,0,8.0
2025-06-20,1059,Worker_60,PRJ102,Plumber,7.5,0,7.5
2025-06-09,1060,Worker_61,PRJ102,Carpenter,6.0,0,6.0
2025-06-10,1060,Worker_61,PRJ102,Carpenter,9.0,0,9.0
2025-06-11,1060,Worker_61,PRJ102,Carpenter,8.0,0,8.0
2025-06-12,1060,Worker_61,PRJ102,Carpenter,6.0,0,6.0
2025-06-13,1060,Worker_61,PRJ102,Carpenter,9.0,0,9.0
2025-06-16,1060,Worker_61,PRJ102,Carpenter,8.0,0,8.0
2025-06-17,1060,Worker_61,PRJ102,Carpenter,8.0,0,8.0
2025-06-18,1060,Worker_61,PRJ102,Carpenter,8.0,1,9.0
2025-06-19,1060,Worker_61,PRJ102,Carpenter,8.0,2,10.0
2025-06-20,1060,Worker_61,PRJ102,Carpenter,8.0,2,10.0
2025-06-09,1061,Worker_62,PRJ102,Laborer,8.0,0,8.0
2025-06-10,1061,Worker_62,PRJ102,Laborer,8.0,0,8.0
2025-06-11,1061,Worker_62,PRJ102,Laborer,6.0,0,6.0
2025-06-12,1061,Worker_62,PRJ102,Laborer,7.5,0,7.5
2025-06-13,1061,Worker_62,PRJ102,Laborer,8.0,2,10.0
2025-06-16,1061,Worker_62,PRJ102,Laborer,8.0,1,9.0
2025-06-17,1061,Worker_62,PRJ102,Laborer,6.0,0,6.0
2025-06-18,1061,Worker_62,PRJ102,Laborer,7.5,0,7.5
2025-06-19,1061,Worker_62,PRJ102,Laborer,8.0,2,10.0
2025-06-20,1061,Worker_62,PRJ102,Laborer,8.0,0,8.0
2025-06-09,1062,Worker_63,PRJ103,Plumber,8.0,1,9.0
2025-06-10,1062,Worker_63,PRJ103,Plumber,6.0,0,6.0
2025-06-11,1062,Worker_63,PRJ103,Plumber,8.0,0,8.0
2025-06-12,1062,Worker_63,PRJ103,Plumber,8.0,1,9.0
2025-06-13,1062,Worker_63,PRJ103,Plumber,6.0,0,6.0
2025-06-16,1062,Worker_63,PRJ103,Plumber,7.5,0,7.5
2025-06-17,1062,Worker_63,PRJ103,Plumber,6.0,0,6.0
2025-06-18,1062,Worker_63,PRJ103,Plumber,8.0,2,10.0
2025-06-19,1062,Worker_63,PRJ103,Plumber,7.5,0,7.5
2025-06-20,1062,Worker_63,PRJ103,Plumber,6.0,0,6.0
2025-06-09,1063,Worker_64,PRJ103,Laborer,9.0,0,9.0
2025-06-10,1063,Worker_64,PRJ103,Laborer,8.0,0,8.0
2025-06-11,1063,Worker_64,PRJ103,Laborer,7.5,0,7.5
2025-06-12,1063,Worker_64,PRJ103,Laborer,7.5,0,7.5
2025-06-13,1063,Worker_64,PRJ103,Laborer,8.0,0,8.0
2025-06-16,1063,Worker_64,PRJ103,Laborer,7.5,0,7.5
2025-06-17,1063,Worker_64,PRJ103,Laborer,6.0,0,6.0
2025-06-18,1063,Worker_64,PRJ103,Laborer,8.0,0,8.0
2025-06-19,1063,Worker_64,PRJ103,Laborer,8.0,1,9.0
2025-06-20,1063,Worker_64,PRJ103,Laborer,7.5,0,7.5
2025-06-09,1064,Worker_65,PRJ102,Welder,8.0,1,9.0
2025-06-10,1064,Worker_65,PRJ102,Welder,9.0,1,10.0
2025-06-11,1064,Worker_65,PRJ102,Welder,6.0,0,6.0
2025-06-12,1064,Worker_65,PRJ102,Welder,7.5,0,7.5
2025-06-13,1064,Worker_65,PRJ102,Welder,8.0,0,8.0
2025-06-16,1064,Worker_65,PRJ102,Welder,9.0,0,9.0
2025-06-17,1064,Worker_65,PRJ102,Welder,6.0,0,6.0
2025-06-18,1064,Worker_65,PRJ102,Welder,8.0,2,10.0
2025-06-19,1064,Worker_65,PRJ102,Welder,8.0,2,10.0
2025-06-20,1064,Worker_65,PRJ102,Welder,8.0,2,10.0
2025-06-09,1065,Worker_66,PRJ100,Laborer,9.0,0,9.0
2025-06-10,1065,Worker_66,PRJ100,Laborer,8.0,1,9.0
2025-06-11,1065,Worker_66,PRJ100,Laborer,8.0,1,9.0
2025-06-12,1065,Worker_66,PRJ100,Laborer,8.0,0,8.0
2025-06-13,1065,Worker_66,PRJ100,Laborer,6.0,0,6.0
2025-06-16,1065,Worker_66,PRJ100,Laborer,8.0,2,10.0
2025-06-17,1065,Worker_66,PRJ100,Laborer,8.0,1,9.0
2025-06-18,1065,Worker_66,PRJ100,Laborer,6.0,0,6.0
2025-06-19,1065,Worker_66,PRJ100,Laborer,6.0,0,6.0
2025-06-20,1065,Worker_66,PRJ100,Laborer,9.0,1,10.0
2025-06-09,1066,Worker_67,PRJ103,Plumber,7.5,0,7.5
2025-06-10,1066,Worker_67,PRJ103,Plumber,8.0,0,8.0
2025-06-11,1066,Worker_67,PRJ103,Plumber,9.0,2,11.0
2025-06-12,1066,Worker_67,PRJ103,Plumber,9.0,1,10.0
2025-06-13,1066,Worker_67,PRJ103,Plumber,8.0,0,8.0
2025-06-16,1066,Worker_67,PRJ103,Plumber,8.0,2,10.0
2025-06-17,1066,Worker_67,PRJ103,Plumber,7.5,0,7.5
2025-06-18,1066,Worker_67,PRJ103,Plumber,8.0,0,8.0
2025-06-19,1066,Worker_67,PRJ103,Plumber,8.0,0,8.0
2025-06-20,1066,Worker_67,PRJ103,Plumber,8.0,0,8.0
2025-06-09,1067,Worker_68,PRJ103,Laborer,8.0,1,9.0
2025-06-10,1067,Worker_68,PRJ103,Laborer,6.0,0,6.0
2025-06-11,1067,Worker_68,PRJ103,Laborer,8.0,0,8.0
2025-06-12,1067,Worker_68,PRJ103,Laborer,6.0,0,6.0
2025-06-13,1067,Worker_68,PRJ103,Laborer,8.0,2,10.0
2025-06-16,1067,Worker_68,PRJ103,Laborer,7.5,0,7.5
2025-06-17,1067,Worker_68,PRJ103,Laborer,7.5,0,7.5
2025-06-18,1067,Worker_68,PRJ103,Laborer,8.0,0,8.0
2025-06-19,1067,Worker_68,PRJ103,Laborer,6.0,0,6.0
2025-06-20,1067,Worker_68,PRJ103,Laborer,6.0,0,6.0
2025-06-09,1068,Worker_69,PRJ101,Electrician,8.0,0,8.0
2025-06-10,1068,Worker_69,PRJ101,Electrician,7.5,0,7.5
2025-06-11,1068,Worker_69,PRJ101,Electrician,9.0,0,9.0
2025-06-12,1068,Worker_69,PRJ101,Electrician,8.0,0,8.0
2025-06-13,1068,Worker_69,PRJ101,Electrician,7.5,0,7.5
2025-06-16,1068,Worker_69,PRJ101,Electrician,8.0,0,8.0
2025-06-17,1068,Worker_69,PRJ101,Electrician,9.0,0,9.0
2025-06-18,1068,Worker_69,PRJ101,Electrician,8.0,0,8.0
2025-06-19,1068,Worker_69,PRJ101,Electrician,6.0,0,6.0
2025-06-20,1068,Worker_69,PRJ101,Electrician,8.0,1,9.0
2025-06-09,1069,Worker_70,PRJ101,Plumber,9.0,2,11.0
2025-06-10,1069,Worker_70,PRJ101,Plumber,8.0,2,10.0
2025-06-11,1069,Worker_70,PRJ101,Plumber,6.0,0,6.0
2025-06-12,1069,Worker_70,PRJ101,Plumber,7.5,0,7.5
2025-06-13,1069,Worker_70,PRJ101,Plumber,7.5,0,7.5
2025-06-16,1069,Worker_70,PRJ101,Plumber,7.5,0,7.5
2025-06-17,1069,Worker_70,PRJ101,Plumber,6.0,0,6.0
2025-06-18,1069,Worker_70,PRJ101,Plumber,7.5,0,7.5
2025-06-19,1069,Worker_70,PRJ101,Plumber,7.5,0,7.5
2025-06-20,1069,Worker_70,PRJ101,Plumber,8.0,1,9.0
2025-06-09,1070,Worker_71,PRJ103,Laborer,8.0,1,9.0
2025-06-10,1070,Worker_71,PRJ103,Laborer,8.0,0,8.0
2025-06-11,1070,Worker_71,PRJ103,Laborer,8.0,0,8.0
2025-06-12,1070,Worker_71,PRJ103,Laborer,8.0,0,8.0
2025-06-13,1070,Worker_71,PRJ103,Laborer,8.0,0,8.0
2025-06-16,1070,Worker_71,PRJ103,Laborer,6.0,0,6.0
2025-06-17,1070,Worker_71,PRJ103,Laborer,8.0,1,9.0
2025-06-18,1070,Worker_71,PRJ103,Laborer,8.0,0,8.0
2025-06-19,1070,Worker_71,PRJ103,Laborer,8.0,2,10.0
2025-06-20,1070,Worker_71,PRJ103,Laborer,7.5,0,7.5
2025-06-09,1071,Worker_72,PRJ101,Carpenter,8.0,0,8.0
2025-06-10,1071,Worker_72,PRJ101,Carpenter,6.0,0,6.0
2025-06-11,1071,Worker_72,PRJ101,Carpenter,8.0,2,10.0
2025-06-12,1071,Worker_72,PRJ101,Carpenter,8.0,2,10.0
2025-06-13,1071,Worker_72,PRJ101,Carpenter,8.0,2,10.0
2025-06-16,1071,Worker_72,PRJ101,Carpenter,6.0,0,6.0
2025-06-17,1071,Worker_72,PRJ101,Carpenter,6.0,0,6.0
2025-06-18,1071,Worker_72,PRJ101,Carpenter,6.0,0,6.0
2025-06-19,1071,Worker_72,PRJ101,Carpenter,8.0,1,9.0
2025-06-20,1071,Worker_72,PRJ101,Carpenter,8.0,0,8.0
2025-06-09,1072,Worker_73,PRJ104,Electrician,7.5,0,7.5
2025-06-10,1072,Worker_73,PRJ104,Electrician,8.0,2,10.0
2025-06-11,1072,Worker_73,PRJ104,Electrician,7.5,0,7.5
2025-06-12,1072,Worker_73,PRJ104,Electrician,8.0,0,8.0
2025-06-13,1072,Worker_73,PRJ104,Electrician,6.0,0,6.0
2025-06-16,1072,Worker_73,PRJ104,Electrician,9.0,1,10.0
2025-06-17,1072,Worker_73,PRJ104,Electrician,9.0,0,9.0
2025-06-18,1072,Worker_73,PRJ104,Electrician,6.0,0,6.0
2025-06-19,1072,Worker_73,PRJ104,Electrician,9.0,1,10.0
2025-06-20,1072,Worker_73,PRJ104,Electrician,9.0,0,9.0
2025-06-09,1073,Worker_74,PRJ102,Carpenter,8.0,1,9.0
2025-06-10,1073,Worker_74,PRJ102,Carpenter,8.0,2,10.0
2025-06-11,1073,Worker_74,PRJ102,Carpenter,8.0,2,10.0
2025-06-12,1073,Worker_74,PRJ102,Carpenter,7.5,0,7.5
2025-06-13,1073,Worker_74,PRJ102,Carpenter,8.0,0,8.0
2025-06-16,1073,Worker_74,PRJ102,Carpenter,8.0,1,9.0
2025-06-17,1073,Worker_74,PRJ102,Carpenter,7.5,0,7.5
2025-06-18,1073,Worker_74,PRJ102,Carpenter,9.0,0,9.0
2025-06-19,1073,Worker_74,PRJ102,Carpenter,8.0,1,9.0
2025-06-20,1073,Worker_74,PRJ102,Carpenter,8.0,1,9.0
2025-06-09,1074,Worker_75,PRJ101,Electrician,8.0,2,10.0
2025-06-10,1074,Worker_75,PRJ101,Electrician,6.0,0,6.0
2025-06-11,1074,Worker_75,PRJ101,Electrician,8.0,1,9.0
2025-06-12,1074,Worker_75,PRJ101,Electrician,8.0,0,8.0
2025-06-13,1074,Worker_75,PRJ101,Electrician,9.0,2,11.0
2025-06-16,1074,Worker_75,PRJ101,Electrician,8.0,0,8.0
2025-06-17,1074,Worker_75,PRJ101,Electrician,8.0,0,8.0
2025-06-18,1074,Worker_75,PRJ101,Electrician,6.0,0,6.0
2025-06-19,1074,Worker_75,PRJ101,Electrician,8.0,2,10.0
2025-06-20,1074,Worker_75,PRJ101,Electrician,8.0,0,8.0
